id,filename,pid,quantity
54,inserm-00851058.training.tei.xml,7,2011
55,inserm-00851058.training.tei.xml,7,1997
56,inserm-00851058.training.tei.xml,8,2011
57,inserm-00851058.training.tei.xml,8,1997
58,inserm-00851058.training.tei.xml,10,7-9%
59,inserm-00851058.training.tei.xml,11,80-and 161-km
60,inserm-00851058.training.tei.xml,11,6h
61,inserm-00851058.training.tei.xml,11,50-km
62,inserm-00851058.training.tei.xml,11,10-12%
63,inserm-00851058.training.tei.xml,11,161-km
64,inserm-00851058.training.tei.xml,11,42-km
65,inserm-00851058.training.tei.xml,11,20-30%
66,inserm-00851058.training.tei.xml,11,100km
67,inserm-00851058.training.tei.xml,11,few decades
68,inserm-00851058.training.tei.xml,11,90-km
69,inserm-00851058.training.tei.xml,11,1992
70,inserm-00851058.training.tei.xml,12,half
71,inserm-00851058.training.tei.xml,12,2012
72,inserm-00851058.training.tei.xml,12,10
73,inserm-00851058.training.tei.xml,12,9.3%
74,inserm-00851058.training.tei.xml,12,19%
75,inserm-00851058.training.tei.xml,12,several years
76,inserm-00851058.training.tei.xml,12,One
77,inserm-00851058.training.tei.xml,12,14.1%
78,inserm-00851058.training.tei.xml,12,three
79,inserm-00851058.training.tei.xml,12,11.3%
80,inserm-00851058.training.tei.xml,13,30%
81,inserm-00851058.training.tei.xml,14,10
82,inserm-00851058.training.tei.xml,14,1.5 and 3.8 km
83,inserm-00851058.training.tei.xml,14,2.3%
84,inserm-00851058.training.tei.xml,14,32-km
85,inserm-00851058.training.tei.xml,14,26-km
86,inserm-00851058.training.tei.xml,14,10% and 15%
87,inserm-00851058.training.tei.xml,14,6.7%
88,inserm-00851058.training.tei.xml,15,3.8-km
89,inserm-00851058.training.tei.xml,15,7-9 %
90,inserm-00851058.training.tei.xml,15,10%
91,inserm-00851058.training.tei.xml,15,1 m/s
92,inserm-00851058.training.tei.xml,15,11-12%
93,inserm-00851058.training.tei.xml,15,2005
94,inserm-00851058.training.tei.xml,15,two
95,inserm-00851058.training.tei.xml,16,180-km
96,inserm-00851058.training.tei.xml,16,12 to 16%
97,inserm-00851058.training.tei.xml,17,"30%, 45% and 33%"
98,inserm-00851058.training.tei.xml,17,15%
99,inserm-00851058.training.tei.xml,17,180-km
100,inserm-00851058.training.tei.xml,17,"28%, 39% and 33%"
101,inserm-00851058.training.tei.xml,17,200 to 1000 m
102,inserm-00851058.training.tei.xml,18,1988-2007
103,inserm-00851058.training.tei.xml,18,13.3%
104,inserm-00851058.training.tei.xml,18,0.8 min
105,inserm-00851058.training.tei.xml,18,10
106,inserm-00851058.training.tei.xml,19,7.3 %
107,inserm-00851058.training.tei.xml,19,2012
108,inserm-00851058.training.tei.xml,19,10
109,inserm-00851058.training.tei.xml,20,2.6%
110,inserm-00851058.training.tei.xml,20,10
111,inserm-00851058.training.tei.xml,20,2011
112,inserm-00851058.training.tei.xml,21,17%
113,inserm-00851058.training.tei.xml,21,2012
114,inserm-00851058.training.tei.xml,21,10-km
115,inserm-00851058.training.tei.xml,21,12.3%
116,inserm-00851058.training.tei.xml,21,2000-2010
117,inserm-00851058.training.tei.xml,21,8.6%
118,inserm-00851058.training.tei.xml,22,1981 and 2008
119,inserm-00851058.training.tei.xml,22,7.5%
120,inserm-00851058.training.tei.xml,22,half
121,inserm-00851058.training.tei.xml,22,5.8%
122,inserm-00851058.training.tei.xml,22,2012
123,inserm-00851058.training.tei.xml,22,4.6%
124,inserm-00851058.training.tei.xml,22,1
125,inserm-00851058.training.tei.xml,22,12.2%
126,inserm-00851058.training.tei.xml,22,five years
127,inserm-00851058.training.tei.xml,22,two
128,inserm-00851058.training.tei.xml,23,55 years
129,inserm-00851058.training.tei.xml,24,one
130,inserm-00851058.training.tei.xml,25,70 years
131,inserm-00851058.training.tei.xml,26,25 and 44 years
132,inserm-00851058.training.tei.xml,26,33
133,inserm-00851058.training.tei.xml,28,two
134,inserm-00851058.training.tei.xml,31,10-k
135,inserm-00851058.training.tei.xml,31,70-74 yrs
136,inserm-00851058.training.tei.xml,31,15 hours
137,inserm-00851058.training.tei.xml,31,three hours
138,inserm-00851058.training.tei.xml,33,40 years
139,inserm-00851058.training.tei.xml,33,40 yrs
140,inserm-00851058.training.tei.xml,33,161-km
141,inserm-00851058.training.tei.xml,33,decade
142,inserm-00851058.training.tei.xml,33,100-km
143,inserm-00851058.training.tei.xml,33,44 years
144,inserm-00851058.training.tei.xml,33,few decades
145,inserm-00851058.training.tei.xml,33,1986-2010
146,inserm-00851058.training.tei.xml,35,one hour
147,inserm-00851058.training.tei.xml,35,70-74
148,inserm-00851058.training.tei.xml,35,2011
149,inserm-00851058.training.tei.xml,35,2010
150,inserm-00851058.training.tei.xml,36,1986
151,inserm-00851058.training.tei.xml,36,2012
152,inserm-00851058.training.tei.xml,36,45 years
153,inserm-00851058.training.tei.xml,36,106% and 179%
154,inserm-00851058.training.tei.xml,36,114% and 194 %
155,inserm-00851058.training.tei.xml,37,45
156,inserm-00851058.training.tei.xml,38,ten
157,inserm-00851058.training.tei.xml,39,10-14%
158,inserm-00851058.training.tei.xml,42,2012
159,inserm-00851058.training.tei.xml,42,10
160,inserm-00851058.training.tei.xml,42,four
161,inserm-00851058.training.tei.xml,42,18-39 years
162,inserm-00851058.training.tei.xml,42,1986 and 2012
163,hal-00643787.training.tei.xml,0,0.5%
164,hal-00643787.training.tei.xml,2,30 minutes
165,hal-00643787.training.tei.xml,2,10
166,hal-00643787.training.tei.xml,3,One
167,hal-00643787.training.tei.xml,3,15 and 20%
168,hal-00643787.training.tei.xml,4,Two
169,hal-00643787.training.tei.xml,5,Three
170,hal-00643787.training.tei.xml,9,29
171,hal-00643787.training.tei.xml,9,Thirty-four
172,hal-00643787.training.tei.xml,9,3 to 18 years
173,hal-00643787.training.tei.xml,9,47 out of the 76
174,hal-00643787.training.tei.xml,9,76
175,hal-00643787.training.tei.xml,10,six
176,hal-00643787.training.tei.xml,11,two
177,hal-00643787.training.tei.xml,12,28
178,hal-00643787.training.tei.xml,12,three
179,hal-00643787.training.tei.xml,13,11
180,hal-00643787.training.tei.xml,14,12
181,hal-00643787.training.tei.xml,14,10
182,hal-00643787.training.tei.xml,18,4
183,hal-00643787.training.tei.xml,18,four or two
184,hal-00643787.training.tei.xml,18,four
185,hal-00643787.training.tei.xml,18,Two
186,hal-00643787.training.tei.xml,18,three
187,hal-00643787.training.tei.xml,18,two
188,hal-00643787.training.tei.xml,19,34
189,hal-00643787.training.tei.xml,20,two
190,hal-00643787.training.tei.xml,21,1975
191,hal-00643787.training.tei.xml,21,0.10
192,hal-00643787.training.tei.xml,21,0.15
193,hal-00643787.training.tei.xml,21,two
194,hal-00643787.training.tei.xml,24,34
195,hal-00643787.training.tei.xml,26,1
196,hal-00643787.training.tei.xml,27,1
197,hal-00643787.training.tei.xml,30,34
198,hal-00643787.training.tei.xml,30,2
199,hal-00643787.training.tei.xml,33,two
200,hal-00643787.training.tei.xml,35,0.15
201,hal-00643787.training.tei.xml,39,34
202,hal-00643787.training.tei.xml,45,0.15
203,hal-00643787.training.tei.xml,46,34
204,hal-00643787.training.tei.xml,47,two
205,hal-00643787.training.tei.xml,48,"0, 1"
206,hal-00643787.training.tei.xml,49,1
207,hal-00643787.training.tei.xml,55,"50, 100 and 200"
208,hal-00643787.training.tei.xml,56,"−1, 1"
209,hal-00643787.training.tei.xml,59,Two
210,hal-00643787.training.tei.xml,61,3.7
211,hal-00643787.training.tei.xml,61,2
212,hal-00643787.training.tei.xml,62,0.001
213,hal-00643787.training.tei.xml,62,0.100.150.95
214,hal-00643787.training.tei.xml,62,"0.10, 0.20"
215,hal-00643787.training.tei.xml,62,1
216,hal-00643787.training.tei.xml,62,0.05
217,hal-00643787.training.tei.xml,63,66%
218,hal-00643787.training.tei.xml,64,3
219,hal-00643787.training.tei.xml,67,two
220,hal-00643787.training.tei.xml,67,74%
221,hal-00643787.training.tei.xml,67,81%
222,hal-00643787.training.tei.xml,67,7
223,hal-00643787.training.tei.xml,67,four
224,hal-00643787.training.tei.xml,67,0.10
225,hal-00643787.training.tei.xml,67,Two
226,hal-00643787.training.tei.xml,67,Eleven
227,hal-00643787.training.tei.xml,67,79%
228,hal-00643787.training.tei.xml,67,9
229,hal-00643787.training.tei.xml,67,41%
230,hal-00643787.training.tei.xml,67,3
231,hal-00643787.training.tei.xml,67,12
232,hal-00643787.training.tei.xml,67,8
233,hal-00643787.training.tei.xml,67,Four
234,hal-00643787.training.tei.xml,68,two
235,hal-00643787.training.tei.xml,68,33%
236,hal-00643787.training.tei.xml,68,7
237,hal-00643787.training.tei.xml,68,Two
238,hal-00643787.training.tei.xml,68,38%
239,hal-00643787.training.tei.xml,68,12
240,hal-00643787.training.tei.xml,68,66%
241,hal-00643787.training.tei.xml,68,Four
242,hal-00643787.training.tei.xml,69,10
243,hal-00643787.training.tei.xml,69,2
244,hal-00643787.training.tei.xml,69,4
245,hal-00643787.training.tei.xml,69,four
246,hal-00643787.training.tei.xml,69,Four
247,hal-00643787.training.tei.xml,69,two
248,hal-00643787.training.tei.xml,70,39%
249,hal-00643787.training.tei.xml,70,"95, 215, and 500 mg"
250,hal-00643787.training.tei.xml,70,34
251,hal-00643787.training.tei.xml,70,7
252,hal-00643787.training.tei.xml,70,Two
253,hal-00643787.training.tei.xml,70,52%
254,hal-00643787.training.tei.xml,70,77%
255,hal-00643787.training.tei.xml,70,300 mg
256,hal-00643787.training.tei.xml,70,0.62
257,hal-00643787.training.tei.xml,70,72%
258,hal-00643787.training.tei.xml,70,two
259,hal-00643787.training.tei.xml,71,81%
260,hal-00643787.training.tei.xml,71,four
261,hal-00643787.training.tei.xml,71,77%
262,hal-00643787.training.tei.xml,71,three
263,hal-00643787.training.tei.xml,71,25
264,hal-00643787.training.tei.xml,71,30 to 40
265,hal-00643787.training.tei.xml,71,66%
266,hal-00643787.training.tei.xml,71,two
267,hal-00082280.training.tei.xml,0,9.5 days
268,hal-00082280.training.tei.xml,0,14 M⊕
269,hal-00082280.training.tei.xml,0,4.1 m s −1
270,hal-00082280.training.tei.xml,1,9 years
271,hal-00082280.training.tei.xml,2,3.6-m
272,hal-00082280.training.tei.xml,3,3.6-m
273,hal-00082280.training.tei.xml,4,few-earth-mass
274,hal-00082280.training.tei.xml,4,few weeks
275,hal-00082280.training.tei.xml,4,1 m s −1
276,hal-00082280.training.tei.xml,5,14-M ⊕
277,hal-00082280.training.tei.xml,5,9.5 days
278,hal-00082280.training.tei.xml,5,two
279,hal-00082280.training.tei.xml,6,+0.32±0.05
280,hal-00082280.training.tei.xml,6,5813±40 K
281,hal-00082280.training.tei.xml,6,1000
282,hal-00082280.training.tei.xml,6,5.12
283,hal-00082280.training.tei.xml,6,5800 K
284,hal-00082280.training.tei.xml,6,4.25±0.07
285,hal-00082280.training.tei.xml,6,275
286,hal-00082280.training.tei.xml,6,4.25
287,hal-00082280.training.tei.xml,6,1.30±0.05 km s −1
288,hal-00082280.training.tei.xml,6,65.5±0.8 mas
289,hal-00082280.training.tei.xml,7,1.08 and 1.14 M ⊙
290,hal-00082280.training.tei.xml,7,1.10±0.05 M ⊙
291,hal-00082280.training.tei.xml,8,−5.034±0.006
292,hal-00082280.training.tei.xml,8,2.4 km s −1
293,hal-00082280.training.tei.xml,8,−5.02
294,hal-00082280.training.tei.xml,9,4.5 Gyr
295,hal-00082280.training.tei.xml,9,31 days
296,hal-00082280.training.tei.xml,9,0.86
297,hal-00082280.training.tei.xml,9,2 Gyr
298,hal-00082280.training.tei.xml,10,1
299,hal-00082280.training.tei.xml,10,8
300,hal-00082280.training.tei.xml,10,250
301,hal-00082280.training.tei.xml,11,9.5-days
302,hal-00082280.training.tei.xml,12,0.35
303,hal-00082280.training.tei.xml,13,80 cm s −1
304,hal-00082280.training.tei.xml,13,20 cm s −1
305,hal-00082280.training.tei.xml,13,20 minutes
306,hal-00082280.training.tei.xml,13,16
307,hal-00082280.training.tei.xml,13,4 m s −1
308,hal-00082280.training.tei.xml,13,15
309,hal-00082280.training.tei.xml,13,July 14th to August 19th 2004
310,hal-00082280.training.tei.xml,13,40 cm s −1
311,hal-00082280.training.tei.xml,13,8
312,hal-00082280.training.tei.xml,14,740 days
313,hal-00082280.training.tei.xml,15,740-day
314,hal-00082280.training.tei.xml,15,3000 and 10000 days
315,hal-00082280.training.tei.xml,15,660 days
316,hal-00082280.training.tei.xml,15,0.2
317,hal-00082280.training.tei.xml,15,6 years
318,hal-00082280.training.tei.xml,16,9.5 days
319,hal-00082280.training.tei.xml,16,4 m s −1
320,hal-00082280.training.tei.xml,16,14 M ⊕
321,hal-00082280.training.tei.xml,17,0.43 m s −1
322,hal-00082280.training.tei.xml,17,0.9 m s −1
323,hal-00082280.training.tei.xml,17,8
324,hal-00082280.training.tei.xml,17,1%
325,hal-00082280.training.tei.xml,18,1.32 solar radii
326,hal-00082280.training.tei.xml,18,31 days
327,hal-00082280.training.tei.xml,18,2.4 km s −1
328,hal-00082280.training.tei.xml,18,2.2 km s −1
329,hal-00082280.training.tei.xml,19,9.5 days
330,hal-00082280.training.tei.xml,19,30 days
331,hal-00082280.training.tei.xml,19,7 km s −1
332,hal-00082280.training.tei.xml,20,9.5-days
333,hal-00082280.training.tei.xml,20,14 M ⊕
334,hal-00082280.training.tei.xml,22,0.09 AU
335,hal-00082280.training.tei.xml,23,0.09 AU
336,hal-00082280.training.tei.xml,23,14 M ⊕
337,hal-00082280.training.tei.xml,23,3.2 AU
338,hal-00082280.training.tei.xml,24,660 days
339,hal-00082280.training.tei.xml,24,3 AU
340,hal-00082280.training.tei.xml,24,5-10%
341,hal-00082280.training.tei.xml,25,one
342,hal-01252076.training.tei.xml,0,42
343,hal-01252076.training.tei.xml,0,120
344,hal-01252076.training.tei.xml,0,45.5%
345,hal-01252076.training.tei.xml,0,43
346,hal-01252076.training.tei.xml,0,three
347,hal-01252076.training.tei.xml,0,77
348,hal-01252076.training.tei.xml,0,35
349,hal-01252076.training.tei.xml,0,54.5%
350,hal-01252076.training.tei.xml,0,1999 and 2007
351,hal-01252076.training.tei.xml,2,4 observations and maximum 28
352,hal-01252076.training.tei.xml,2,5 months at minimum and 9.5 years
353,hal-01252076.training.tei.xml,2,6%
354,hal-01252076.training.tei.xml,2,73%
355,hal-01252076.training.tei.xml,2,28 days
356,hal-01252076.training.tei.xml,2,56
357,hal-01252076.training.tei.xml,2,952
358,hal-01252076.training.tei.xml,2,16
359,hal-01252076.training.tei.xml,2,three
360,hal-01252076.training.tei.xml,2,5 consecutive days
361,hal-01252076.training.tei.xml,2,21%
362,hal-01252076.training.tei.xml,2,12
363,hal-01252076.training.tei.xml,2,200 mg/m 2
364,hal-01252076.training.tei.xml,2,21 months
365,hal-01252076.training.tei.xml,2,5
366,hal-01252076.training.tei.xml,3,three
367,hal-01252076.training.tei.xml,5,0
368,hal-01252076.training.tei.xml,5,77
369,hal-01252076.training.tei.xml,6,42
370,hal-01252076.training.tei.xml,6,one or two
371,hal-01252076.training.tei.xml,9,14
372,hal-01252076.training.tei.xml,9,31
373,hal-01252076.training.tei.xml,9,3 months
374,hal-01252076.training.tei.xml,9,45
375,hal-01252076.training.tei.xml,9,two
376,hal-01252076.training.tei.xml,10,two
377,hal-01252076.training.tei.xml,11,43
378,hal-01252076.training.tei.xml,12,200
379,hal-01252076.training.tei.xml,13,34
380,hal-01252076.training.tei.xml,13,18
381,hal-01252076.training.tei.xml,13,18 months
382,hal-01252076.training.tei.xml,13,24
383,hal-01252076.training.tei.xml,13,77
384,hal-01252076.training.tei.xml,13,"2 cycles, maximum 24"
385,hal-01252076.training.tei.xml,14,200
386,hal-01252076.training.tei.xml,15,five
387,hal-01252076.training.tei.xml,16,two
388,hal-01252076.training.tei.xml,16,five
389,hal-01252076.training.tei.xml,16,Two
390,hal-01252076.training.tei.xml,16,seven
391,hal-01252076.training.tei.xml,17,34
392,hal-01252076.training.tei.xml,17,21
393,hal-01252076.training.tei.xml,17,126
394,hal-01252076.training.tei.xml,17,three
395,hal-01252076.training.tei.xml,17,77
396,hal-01252076.training.tei.xml,17,0.01
397,hal-01252076.training.tei.xml,17,two
398,hal-01252076.training.tei.xml,18,15%
399,hal-01252076.training.tei.xml,18,43
400,hal-01252076.training.tei.xml,18,45%
401,hal-01252076.training.tei.xml,18,three
402,hal-01252076.training.tei.xml,18,77
403,hal-01252076.training.tei.xml,18,two
404,hal-01252076.training.tei.xml,19,1 cm
405,hal-01252076.training.tei.xml,19,15%
406,hal-01252076.training.tei.xml,19,14
407,hal-01252076.training.tei.xml,19,four
408,hal-01252076.training.tei.xml,19,6 mm
409,hal-01252076.training.tei.xml,19,95%
410,hal-01252076.training.tei.xml,19,7.18 mm
411,hal-01252076.training.tei.xml,19,2 years
412,hal-01252076.training.tei.xml,19,90%
413,hal-01252076.training.tei.xml,19,"-0.22, 3.99"
414,hal-01252076.training.tei.xml,19,"4.52, 9.10"
415,hal-01252076.training.tei.xml,19,1.89 mm
416,hal-01252076.training.tei.xml,19,3
417,hal-01252076.training.tei.xml,19,25%
418,hal-01252076.training.tei.xml,19,two
419,hal-01252076.training.tei.xml,20,"-0.86, 1.49"
420,hal-01252076.training.tei.xml,20,76%
421,hal-01252076.training.tei.xml,20,5 months
422,hal-01252076.training.tei.xml,20,six
423,hal-01252076.training.tei.xml,20,40 months
424,hal-01252076.training.tei.xml,20,75%
425,hal-01252076.training.tei.xml,20,24.41 mm
426,hal-01252076.training.tei.xml,20,10%
427,hal-01252076.training.tei.xml,20,four
428,hal-01252076.training.tei.xml,20,"-7.14, 21.67"
429,hal-01252076.training.tei.xml,20,one
430,hal-01252076.training.tei.xml,20,87%
431,hal-01252076.training.tei.xml,20,43
432,hal-01252076.training.tei.xml,20,0.31 mm
433,hal-01252076.training.tei.xml,20,200
434,hal-01252076.training.tei.xml,20,3 months
435,hal-01252076.training.tei.xml,20,two
436,hal-01252076.training.tei.xml,23,2 years
437,hal-01252076.training.tei.xml,23,3 months
438,hal-01252076.training.tei.xml,24,90%
439,hal-01252076.training.tei.xml,24,12
440,hal-01252076.training.tei.xml,24,three
441,hal-01252076.training.tei.xml,25,47%
442,hal-01252076.training.tei.xml,25,33%
443,hal-01252076.training.tei.xml,25,45
444,1412.2117.training.tei.xml,0,4.6µm
445,1412.2117.training.tei.xml,0,3.4µm
446,1412.2117.training.tei.xml,0,Sep.
447,1412.2117.training.tei.xml,0,Jan. and Jul.
448,1412.2117.training.tei.xml,0,"2014 Jan., Jul. and Sep."
449,1412.2117.training.tei.xml,0,three
450,1412.2117.training.tei.xml,0,2014
451,1412.2117.training.tei.xml,0,4weeks
452,1412.2117.training.tei.xml,0,"3.82AU, 1.88AU, and 1.48AU"
453,1412.2117.training.tei.xml,1,2014 Jan.Jul. and Sep.
454,1412.2117.training.tei.xml,1,"135,000km ± 5000km"
455,1412.2117.training.tei.xml,1,three
456,1412.2117.training.tei.xml,1,2014 Oct. 19
457,1412.2117.training.tei.xml,2,4.6µm
458,1412.2117.training.tei.xml,2,3.6
459,1412.2117.training.tei.xml,2,"3.4, 4.6, 12, and 22µm"
460,1412.2117.training.tei.xml,2,40cm
461,1412.2117.training.tei.xml,2,10%
462,1412.2117.training.tei.xml,2,four
463,1412.2117.training.tei.xml,2,11s
464,1412.2117.training.tei.xml,2,47′
465,1412.2117.training.tei.xml,2,January to August 2010
466,1412.2117.training.tei.xml,2,Dec 2013
467,1412.2117.training.tei.xml,2,three
468,1412.2117.training.tei.xml,2,March 2015
469,1412.2117.training.tei.xml,2,"Feb 1, 2011"
470,1412.2117.training.tei.xml,2,two
471,1412.2117.training.tei.xml,3,1′′
472,1412.2117.training.tei.xml,3,7.7s
473,1412.2117.training.tei.xml,4,3.4µm
474,1412.2117.training.tei.xml,4,1.4square arcminutes
475,1412.2117.training.tei.xml,4,few tenths of a µJy
476,1412.2117.training.tei.xml,4,11′′
477,1412.2117.training.tei.xml,4,1km
478,1412.2117.training.tei.xml,4,1′
479,1412.2117.training.tei.xml,4,2014 Jan.
480,1412.2117.training.tei.xml,5,3.4µm
481,1412.2117.training.tei.xml,6,432 ± 21 cm
482,1412.2117.training.tei.xml,6,3.4µm
483,1412.2117.training.tei.xml,6,Sep.
484,1412.2117.training.tei.xml,6,"9, 11, and 22′′"
485,1412.2117.training.tei.xml,6,726 ± 40 cm
486,1412.2117.training.tei.xml,6,Jul.
487,1412.2117.training.tei.xml,6,11′′
488,1412.2117.training.tei.xml,6,1AU
489,1412.2117.training.tei.xml,6,May
490,1412.2117.training.tei.xml,6,724 ± 40 cm
491,1412.2117.training.tei.xml,6,2014 Jan.
492,1412.2117.training.tei.xml,7,4.26µm
493,1412.2117.training.tei.xml,7,3.4µm
494,1412.2117.training.tei.xml,7,4.6µm
495,1412.2117.training.tei.xml,7,3.4µm and 4.6µm
496,1412.2117.training.tei.xml,7,Jul. and Sep.
497,1412.2117.training.tei.xml,7,4.67µm
498,1412.2117.training.tei.xml,7,7%
499,1412.2117.training.tei.xml,7,2014 Jan.
500,1412.2117.training.tei.xml,8,2.46 × 10 −4s −1 and 2.86 × 10 −3s −1
501,1412.2117.training.tei.xml,8,4.6µm
502,1412.2117.training.tei.xml,8,100%
503,1412.2117.training.tei.xml,8,1AU
504,1412.2117.training.tei.xml,9,2 × 10 27molecules s −1
505,1412.2117.training.tei.xml,9,3.5
506,1412.2117.training.tei.xml,9,3.82AU
507,1412.2117.training.tei.xml,9,0.6km s −1
508,1412.2117.training.tei.xml,9,15%
509,1412.2117.training.tei.xml,9,2014 Jan. and Sep.
510,1412.2117.training.tei.xml,9,Jul. visit and the Sep.
511,1412.2117.training.tei.xml,9,2.5AU
512,1412.2117.training.tei.xml,9,3.8 to 2.5 AU
513,1412.2117.training.tei.xml,9,10 5
514,1412.2117.training.tei.xml,9,2014 Jan.
515,1412.2117.training.tei.xml,10,9months
516,1412.2117.training.tei.xml,10,"135,000km"
517,1412.2117.training.tei.xml,11,1.88AU
518,1412.2117.training.tei.xml,11,"January to September, 2014"
519,1412.2117.training.tei.xml,12,July and September
520,inserm-00508113.training.tei.xml,0,1-769
521,inserm-00508113.training.tei.xml,0,20
522,inserm-00508113.training.tei.xml,0,0.09
523,inserm-00508113.training.tei.xml,0,0.05
524,inserm-00508113.training.tei.xml,0,4 ml
525,inserm-00508113.training.tei.xml,0,67
526,inserm-00508113.training.tei.xml,0,17
527,inserm-00508113.training.tei.xml,0,7.5 ml
528,inserm-00508113.training.tei.xml,0,5
529,inserm-00508113.training.tei.xml,0,0.01
530,inserm-00508113.training.tei.xml,0,45 years
531,inserm-00508113.training.tei.xml,0,3
532,inserm-00508113.training.tei.xml,0,two
533,inserm-00508113.training.tei.xml,1,10.1
534,inserm-00508113.training.tei.xml,1,0.001
535,inserm-00508113.training.tei.xml,1,8.2
536,inserm-00508113.training.tei.xml,1,80
537,inserm-00508113.training.tei.xml,1,18 months
538,inserm-00508113.training.tei.xml,1,7.0 months
539,inserm-00508113.training.tei.xml,1,75
540,inserm-00508113.training.tei.xml,1,74
541,inserm-00508113.training.tei.xml,1,Three weeks
542,inserm-00508113.training.tei.xml,1,5
543,inserm-00508113.training.tei.xml,1,102
544,inserm-00508113.training.tei.xml,1,7.5 ml
545,inserm-00508113.training.tei.xml,1,2.7
546,inserm-00508113.training.tei.xml,1,2.1
547,inserm-00508113.training.tei.xml,4,18 years
548,inserm-00508113.training.tei.xml,4,zero to two
549,inserm-00508113.training.tei.xml,4,10
550,inserm-00508113.training.tei.xml,4,3 weeks
551,inserm-00508113.training.tei.xml,4,15 mg/kg
552,inserm-00508113.training.tei.xml,4,2 weeks
553,inserm-00508113.training.tei.xml,4,2000
554,inserm-00508113.training.tei.xml,4,June 2007 and June 2008
555,inserm-00508113.training.tei.xml,4,10 mg/kg
556,inserm-00508113.training.tei.xml,5,96 (CTC samples) or 72 (CEC samples) h
557,inserm-00508113.training.tei.xml,5,6 weeks
558,inserm-00508113.training.tei.xml,5,4 ml
559,inserm-00508113.training.tei.xml,5,7.5 ml
560,inserm-00508113.training.tei.xml,5,room temperature
561,inserm-00508113.training.tei.xml,5,two
562,inserm-00508113.training.tei.xml,6,17%
563,inserm-00508113.training.tei.xml,6,56%
564,inserm-00508113.training.tei.xml,6,"24, 36%"
565,inserm-00508113.training.tei.xml,6,6%
566,inserm-00508113.training.tei.xml,6,four
567,inserm-00508113.training.tei.xml,6,0.05
568,inserm-00508113.training.tei.xml,6,63
569,inserm-00508113.training.tei.xml,6,82%
570,inserm-00508113.training.tei.xml,6,two
571,inserm-00508113.training.tei.xml,6,0.4-14.7
572,inserm-00508113.training.tei.xml,6,10
573,inserm-00508113.training.tei.xml,6,19%
574,inserm-00508113.training.tei.xml,6,95%
575,inserm-00508113.training.tei.xml,6,Sixty-seven
576,inserm-00508113.training.tei.xml,6,94%
577,inserm-00508113.training.tei.xml,6,8.8 months
578,inserm-00508113.training.tei.xml,6,5
579,inserm-00508113.training.tei.xml,6,11
580,inserm-00508113.training.tei.xml,6,8.3
581,inserm-00508113.training.tei.xml,6,1-27
582,inserm-00508113.training.tei.xml,6,Two
583,inserm-00508113.training.tei.xml,6,7.5 ml
