57,S0019103512004009-3825,1,"10,000 K"
57,S0019103512004009-3825,1,"13,200 K"
57,S0019103512004009-3825,1,ηnet = 1
58,S0016236113008041-3171,1,Co
58,S0016236113008041-3171,1,Ni
58,S0016236113008041-3171,1,Cu
58,S0016236113008041-3171,1,Mo
58,S0016236113008041-3171,1,Cd
58,S0016236113008041-3171,1,Sn
58,S0016236113008041-3171,1,Cu
58,S0016236113008041-3171,1,Sn
58,S0016236113008041-3171,1,Gd
58,S0016236113008041-3171,1,Dy
58,S0016236113008041-3171,1,U
58,S0016236113008041-3171,1,Zr
58,S0016236113008041-3171,1,Le
58,S0016236113008041-3171,1,Ce
58,S0016236113008041-3171,1,Pt
58,S0016236113008041-3171,1,Nd
66,S0927024813001955-1005,1,comparable with the best
66,S0927024813001955-1005,1,"good, but lower"
66,S0927024813001955-1005,1,up to 100%
66,S0927024813001955-1005,1,150 °C
69,S175058361300203X-1542,1,34–38 °C
69,S175058361300203X-1542,1,5 m/s
72,S0960148113002048-3775,1,Eq. (29)
72,S0960148113002048-3775,1,Fig. 13
72,S0960148113002048-3775,1,high wind speed
72,S0960148113002048-3775,1,low frequencies
72,S0960148113002048-3775,1,reference strategy
72,S0960148113002048-3775,1,high resistive loss
72,S0960148113002048-3775,1,low wind speed
72,S0960148113002048-3775,1,wind frequencies
72,S0960148113002048-3775,1,0.01–0.03 Hz
72,S0960148113002048-3775,1,average tip speed ratio
72,S0960148113002048-3775,1,Figs. 10 and 11
74,S0025322712001600-2406,1,peak area
74,S0025322712001600-2406,1,mineral composition
74,S0025322712001600-2406,1,full width at half maximum (FHWM)
74,S0025322712001600-2406,1,integral breadth (I Breadth)
74,S0025322712001600-2406,1,< 9 m long
74,S0025322712001600-2406,1,> 10% uncertainty
74,S0025322712001600-2406,1,better than 5% weight
76,S0927024813002420-1032,1,80 vol%
76,S0927024813002420-1032,1,70 nm
77,S2213671113000921-994,1,72%
77,S2213671113000921-994,1,26
77,S2213671113000921-994,1,23
77,S2213671113000921-994,1,100%
78,S0032063312003054-2483,1,∼01:25:00 UT
78,S0032063312003054-2483,1,01:25:40 UT
89,S016412121300188X-4069,1,9438 lines
89,S016412121300188X-4069,1,7538 SDG vertices
89,S016412121300188X-4069,1,70%
89,S016412121300188X-4069,1,several smaller clusters
90,S0016236113008041-961,1,1%
91,S0960148113004989-3327,1,48.4 MW
91,S0960148113004989-3327,1,59.0 MW
95,S2213671113000738-435,1,3
95,S2213671113000738-435,1,200
95,S2213671113000738-435,1,50
95,S2213671113000738-435,1,100
101,S0032063312003054-1990,1,12 min
101,S0032063312003054-1990,1,2-min
101,S0032063312003054-1990,1,60 eV
102,S1873506113001116-978,1,large-scale
102,S1873506113001116-978,1,robust
102,S1873506113001116-978,1,economic
102,S1873506113001116-978,1,scalable
102,S1873506113001116-978,1,hiPSC expansion
102,S1873506113001116-978,1,E8 chemically defined
102,S1873506113001116-978,1,xeno-free
102,S1873506113001116-978,1,adherent
102,S1873506113001116-978,1,suspension
102,S1873506113001116-978,1,computational simulation
102,S1873506113001116-978,1,undifferentiated aggregates
102,S1873506113001116-978,1,spinner flasks
102,S1873506113001116-978,1,Serial passaging
102,S1873506113001116-978,1,normal karyotype
102,S1873506113001116-978,1,undifferentiated state markers
102,S1873506113001116-978,1,more than 10 passages
102,S1873506113001116-978,1,pluripotent
102,S1873506113001116-978,1,mesodermal and hematopoietic differentiation
102,S1873506113001116-978,1,xeno-free protocol
102,S1873506113001116-978,1,single-cell cryopreservation and recovery
106,S0921818113002245-1571,1,0.8 m
106,S0921818113002245-1571,1,1 cm
106,S0921818113002245-1571,1,4.8 m
106,S0921818113002245-1571,1,8 m
106,S0921818113002245-1571,1,11.8 m
106,S0921818113002245-1571,1,11.5 m
107,S0378383912000130-3601,1,1.5 mm
107,S0378383912000130-3601,1,8.5 mm
107,S0378383912000130-3601,1,600 mm
107,S0378383912000130-3601,1,62 mm
107,S0378383912000130-3601,1,1:10
110,S0925443913001385-1646,1,10–30%
110,S0925443913001385-1646,1,63%
112,S0019103512004009-3976,1,0.1
112,S0019103512004009-3976,1,1
112,S0019103512004009-3976,1,2.6
112,S0019103512004009-3976,1,25
112,S0019103512004009-3976,1,0.1
112,S0019103512004009-3976,1,1
112,S0019103512004009-3976,1,4Rp
125,S175058361300203X-1483,1,multiple realizations
125,S175058361300203X-1483,1,high degree
125,S175058361300203X-1483,1,reservoir characterization
125,S175058361300203X-1483,1,fluid flow simulations
125,S175058361300203X-1483,1,reservoir temperature
125,S175058361300203X-1483,1,fluid migration
125,S175058361300203X-1483,1,4D seismic data
125,S175058361300203X-1483,1,upper part
125,S175058361300203X-1483,1,Stuttgart Formation
125,S175058361300203X-1483,1,channel sandstones
125,S175058361300203X-1483,1,effective porosities
125,S175058361300203X-1483,1,high porosity sandstone layers
125,S175058361300203X-1483,1,thin strongly cemented sandstone layer
125,S175058361300203X-1483,1,low permeability
127,S0019103513005058-3154,1,1.3 ± 0.5 wt.%
127,S0019103513005058-3154,1,0.5 wt.%
127,S0019103513005058-3154,1,1000 times
127,S0019103513005058-3154,1,⩽1.6% perchlorate
127,S0019103513005058-3154,1,<1 ppm by mass
128,S0019103513005058-4175,1,1.0–1.7 wt.%
128,S0019103513005058-4175,1,1.3 wt.%
128,S0019103513005058-4175,1,6.8 wt.% sulfur as SO3 (2.7 wt.% S)
128,S0019103513005058-4175,1,4.4 wt.%
129,S2213671113000738-647,1,12 weeks
130,S0021979713004438-1401,1,10 wt.%
130,S0021979713004438-1401,1,99.5% pure
130,S0021979713004438-1401,1,69 ± 3°
130,S0021979713004438-1401,1,-0.72 V
131,S2213671113000738-684,1,3 months
131,S2213671113000738-684,1,2 months
131,S2213671113000738-684,1,3.5–4 months
131,S2213671113000738-684,1,60%
132,S0019103512001388-3081,1,0.64%
132,S0019103512001388-3081,1,0.02%
136,S0012821X12004384-1249,1,1 to 25 per mm
137,S0019103513005058-4349,1,35%
137,S0019103513005058-4349,1,5%
137,S0019103513005058-4349,1,six orders of magnitude
148,S0167610512002292-3305,1,1.0 kg
148,S0167610512002292-3305,1,6.35 kg
148,S0167610512002292-3305,1,12 kg
148,S0167610512002292-3305,1,35 m/s
152,S016412121300188X-4392,1,355 ml
154,S0032386113005454-2308,1,3.19 ± 0.10 GPa
154,S0032386113005454-2308,1,1.96 ± 0.08 GPa
156,S0019103512003995-2737,1,5–10
156,S0019103512003995-2737,1,8000 and 9000
156,S0019103512003995-2737,1,higher
156,S0019103512003995-2737,1,10–100%
156,S0019103512003995-2737,1,less than ∼10 times
157,S0168945213001805-4536,1,∼70%
159,S1873506114000075-1242,1,Day 5
159,S1873506114000075-1242,1,D13
159,S1873506114000075-1242,1,D20
159,S1873506114000075-1242,1,78 ± 0.6%
159,S1873506114000075-1242,1,88 ± 1.1%
159,S1873506114000075-1242,1,29 ± 0.9%
159,S1873506114000075-1242,1,20 μg/ml
163,S0016236113008041-872,1,4.5 kg
163,S0016236113008041-872,1,6 kg
163,S0016236113008041-872,1,13 kg
164,S0012821X12004384-1265,1,71
164,S0012821X12004384-1265,1,5 g
164,S0012821X12004384-1265,1,0.05 g
164,S0012821X12004384-1265,1,>90%
164,S0012821X12004384-1265,1,20-60 g
165,S1389128612002496-6138,1,0.25 Mbps
165,S1389128612002496-6138,1,0.01 Mbps
166,S0019103512003995-2681,1,5Rp
166,S0019103512003995-2681,1,3.9%
166,S0019103512003995-2681,1,8%
166,S0019103512003995-2681,1,5.8%
166,S0019103512003995-2681,1,40%
166,S0019103512003995-2681,1,2σ
166,S0019103512003995-2681,1,3.2%
166,S0019103512003995-2681,1,6.7%
166,S0019103512003995-2681,1,4.6%
166,S0019103512003995-2681,1,2σ
166,S0019103512003995-2681,1,0.9σ
166,S0019103512003995-2681,1,2.6σ
166,S0019103512003995-2681,1,8250 K
166,S0019103512003995-2681,1,Si2+/Si+
168,S0032386113005454-2055,1,60 × 10 × 3 mm3
168,S0032386113005454-2055,1,−100 °C to 200 °C
168,S0032386113005454-2055,1,4 °C/min
168,S0032386113005454-2055,1,1.20 g/m3
175,S0927024813003036-2011,1,1013 cm−3
175,S0927024813003036-2011,1,1016 cm−3
175,S0927024813003036-2011,1,10 min
175,S0927024813003036-2011,1,200 °C
175,S0927024813003036-2011,1,<20  ms
175,S0927024813003036-2011,1,more than 24 h
183,S1387700313001822-661,1,red-shift
183,S1387700313001822-661,1,negative band
183,S1387700313001822-661,1,negative band
183,S1387700313001822-661,1,negative CE
188,S0167577X13006393-787,1,1.37
188,S0167577X13006393-787,1,1.67
188,S0167577X13006393-787,1,1200 °C
203,S0167819113001051-1550,1,2%
203,S0167819113001051-1550,1,roughly 2%
214,S0167577X14001256-517,1,0.5–0.6 nJ
214,S0167577X14001256-517,1,250 kHz
214,S0167577X14001256-517,1,4–7 kV
214,S0167577X14001256-517,1,55 K
214,S0167577X14001256-517,1,0.4%
214,S0167577X14001256-517,1,2–4 kV
218,S0038071712001010-918,1,9.9%
218,S0038071712001010-918,1,16.2%
218,S0038071712001010-918,1,25.4%
218,S0038071712001010-918,1,23.8%
218,S0038071712001010-918,1,16.2%
218,S0038071712001010-918,1,9.9%
218,S0038071712001010-918,1,7.5%
218,S0038071712001010-918,1,14.2%
223,S016412121300188X-4617,1,355 ml
224,S0927775713009606-1074,1,CdS nanoparticles
224,S0927775713009606-1074,1,mesoporous starch gel
224,S0927775713009606-1074,1,CdS/starch materials
224,S0927775713009606-1074,1,mesoporous characteristics
224,S0927775713009606-1074,1,CdS loading
224,S0927775713009606-1074,1,pore diameters > 10 nm
224,S0927775713009606-1074,1,Vmeso > 0.5 cm3 g−1
224,S0927775713009606-1074,1,SBET > 170 m2 g−1
224,S0927775713009606-1074,1,CdS nanoparticles
224,S0927775713009606-1074,1,5–40 nm range
224,S0927775713009606-1074,1,CdS/starch ratio = 1 (w/w)
230,S0925443913001385-1638,1,30%
230,S0925443913001385-1638,1,~ 30%
230,S0925443913001385-1638,1,37%
230,S0925443913001385-1638,1,~ 60–80%
230,S0925443913001385-1638,1,35%
230,S0925443913001385-1638,1,22%
235,S1873506113001116-1369,1,10 passages
235,S1873506113001116-1369,1,10% serum
235,S1873506113001116-1369,1,8 days
235,S1873506113001116-1369,1,4 days
235,S1873506113001116-1369,1,43.57% ± 4.35%
235,S1873506113001116-1369,1,43.22% ± 7.13%
235,S1873506113001116-1369,1,3
235,S1873506113001116-1369,1,3
235,S1873506113001116-1369,1,P = 0.0307
242,S0960148113004989-3258,1,30 m
242,S0960148113004989-3258,1,40.6 MW
242,S0960148113004989-3258,1,31%
245,S0032386113005454-2601,1,111 MPa
245,S0032386113005454-2601,1,63 MPa
252,S0927024813002420-975,1,unknown Mw
252,S0927024813002420-975,1,300±15 °C
252,S0927024813002420-975,1,∼1×10−5 Torr
252,S0927024813002420-975,1,∼0.5–5 Å/s
252,S0927024813002420-975,1,∼1.5–3 Å/s
252,S0927024813002420-975,1,"20–25 monomer units, Eg≈2.0 eV"
252,S0927024813002420-975,1,Mw~1500–2000 g mol−1
256,S0927024813002961-1334,1,less than 5%
256,S0927024813002961-1334,1,650–750 W/m2
256,S0927024813002961-1334,1,700 W/m2
256,S0927024813002961-1334,1,25 °C
256,S0927024813002961-1334,1,5%
258,S0925443913003037-1397,1,54%
266,S1359645413009816-2973,1,0.04–0.10×10-10m
266,S1359645413009816-2973,1,0.12×10-10m
266,S1359645413009816-2973,1,0.64×10-10m
266,S1359645413009816-2973,1,0.23×10-10m
266,S1359645413009816-2973,1,0.19×10-10m
266,S1359645413009816-2973,1,0.28–0.42×10-10m
266,S1359645413009816-2973,1,0.39–0.41×10-10m
270,S0016236113008041-3161,1,4.5 kg
270,S0016236113008041-3161,1,less than that of the blank sample
270,S0016236113008041-3161,1,higher bed inventories
270,S0016236113008041-3161,1,<0.01 ppm
270,S0016236113008041-3161,1,<2 ppm
279,S0032063313003218-6651,1,Fig. 6(b)
279,S0032063313003218-6651,1,Fig. 6(a)
279,S0032063313003218-6651,1,74°
279,S0032063313003218-6651,1,~1kR
279,S0032063313003218-6651,1,case ES
279,S0032063313003218-6651,1,case EF
279,S0032063313003218-6651,1,~88kR
279,S0032063313003218-6651,1,~79kR
279,S0032063313003218-6651,1,~7.85mWm−2
279,S0032063313003218-6651,1,~8.8mWm−2
279,S0032063313003218-6651,1,~15kR
281,S1388248113001951-339,1,12
281,S1388248113001951-339,1,NaFe0.5Co0.5O2
281,S1388248113001951-339,1,NaCoO2
281,S1388248113001951-339,1,4.0
281,S1388248113001951-339,1,12
281,S1388248113001951-339,1,1/20
281,S1388248113001951-339,1,12
281,S1388248113001951-339,1,30C
281,S1388248113001951-339,1,7260
281,S1388248113001951-339,1,1.3
281,S1388248113001951-339,1,2.4
281,S1388248113001951-339,1,2.2
284,S0927024813001955-679,1,<200 nm
284,S0927024813001955-679,1,3.4+0.1 cm2/Vs
287,S0168945213001805-4775,1,−18 °C
287,S0168945213001805-4775,1,−8 °C
297,S0927024813002961-1051,1,2–7%
297,S0927024813002961-1051,1,10–15%
297,S0927024813002961-1051,1,25%
305,S037842901300244X-1654,1,50%
305,S037842901300244X-1654,1,g m−2
305,S037842901300244X-1654,1,in percentage
305,S037842901300244X-1654,1,number of emerged Striga plants
315,S0019103512003533-5318,1,400–650 K
315,S0019103512003533-5318,1,100 mV m−1
315,S0019103512003533-5318,1,10 keV
315,S0019103512003533-5318,1,1 mW m−2
315,S0019103512003533-5318,1,∼800 K
318,S0257897213007573-574,1,0.22 nm
318,S0257897213007573-574,1,1.46 nm
318,S0257897213007573-574,1,54.68 nm
321,S1750583613004192-1689,1,10 MPa
321,S1750583613004192-1689,1,a few thousand years
324,S0032063313003218-7156,1,6×
324,S0032063313003218-7156,1,3×
324,S0032063313003218-7156,1,~7×
324,S0032063313003218-7156,1,~2600TW
324,S0032063313003218-7156,1,three times larger
324,S0032063313003218-7156,1,~75%
324,S0032063313003218-7156,1,30%
325,S0960148113005727-855,1,1.6 ± 0.2%
325,S0960148113005727-855,1,28.5%
325,S0960148113005727-855,1,21%
325,S0960148113005727-855,1,12%
325,S0960148113005727-855,1,9%
329,S0960148113005727-1466,1,100 MW
329,S0960148113005727-1466,1,28.5%
329,S0960148113005727-1466,1,4.99 TWh
329,S0960148113005727-1466,1,20 years
329,S0960148113005727-1466,1,-0.41 points
329,S0960148113005727-1466,1,4.37 TWh
329,S0960148113005727-1466,1,12.5%
329,S0960148113005727-1466,1,9%
329,S0960148113005727-1466,1,£90
329,S0960148113005727-1466,1,£98 per MWh
331,S0022459611006116-1257,1,1323 K
331,S0022459611006116-1257,1,4.2153(4) Å
331,S0022459611006116-1257,1,4.216 Å
331,S0022459611006116-1257,1,1.1(2) wt%
331,S0022459611006116-1257,1,9.36 fm
331,S0022459611006116-1257,1,5.65 fm
331,S0022459611006116-1257,1,〈2θ〉=145°
338,S0022459611006116-1351,1,1423 K
338,S0022459611006116-1351,1,4.1816(4) Å
338,S0022459611006116-1351,1,10.0322(6) Å
338,S0022459611006116-1351,1,4.186 Å
338,S0022459611006116-1351,1,10.042 Å
341,S0019103512003995-2096,1,0.1–1 μbar
341,S0019103512003995-2096,1,"8000–11,000K"
341,S0019103512003995-2096,1,2.7Rp
350,S0032386113005454-2876,1,20 °C
350,S0032386113005454-2876,1,Fig. 16
350,S0032386113005454-2876,1,Fig. 17
351,S175058361300203X-1240,1,6.2 MPa
351,S175058361300203X-1240,1,34 °C
351,S175058361300203X-1240,1,7.73 MPa
351,S175058361300203X-1240,1,38 °C
351,S175058361300203X-1240,1,260 kg/m3
351,S175058361300203X-1240,1,320 kg/m3
351,S175058361300203X-1240,1,34 °C
355,S0016236113008041-3257,1,0.34%
355,S0016236113008041-3257,1,0.67%
355,S0016236113008041-3257,1,0.66%
355,S0016236113008041-3257,1,3.98%
355,S0016236113008041-3257,1,0.34%
355,S0016236113008041-3257,1,0.67%
355,S0016236113008041-3257,1,0.66%
355,S0016236113008041-3257,1,3.98%
355,S0016236113008041-3257,1,0.34%
355,S0016236113008041-3257,1,0.67%
355,S0016236113008041-3257,1,0.66%
355,S0016236113008041-3257,1,3.98%
355,S0016236113008041-3257,1,small
355,S0016236113008041-3257,1,small
355,S0016236113008041-3257,1,slightly lower
355,S0016236113008041-3257,1,slightly lower
355,S0016236113008041-3257,1,slightly higher
355,S0016236113008041-3257,1,slightly higher
355,S0016236113008041-3257,1,steady decrease
361,S2213671113000738-667,1,low level of MHC-I
361,S2213671113000738-667,1,enhanced
361,S2213671113000738-667,1,approximately 1:100
361,S2213671113000738-667,1,increased
366,S0167739X12001525-6016,1,10%
366,S0167739X12001525-6016,1,19.8%
366,S0167739X12001525-6016,1,5%
366,S0167739X12001525-6016,1,8
366,S0167739X12001525-6016,1,10%
366,S0167739X12001525-6016,1,5%
366,S0167739X12001525-6016,1,19.8%
366,S0167739X12001525-6016,1,8
367,S2213158213001253-2433,1,0.90
367,S2213158213001253-2433,1,0.89
371,S0927024813002961-1357,1,0.65%
371,S0927024813002961-1357,1,0.65%/a
371,S0927024813002961-1357,1,1
371,S0927024813002961-1357,1,10
371,S0927024813002961-1357,1,long-term
371,S0927024813002961-1357,1,higher
371,S0927024813002961-1357,1,higher
372,S0301010413004096-767,1,∼−2
372,S0301010413004096-767,1,500
372,S0301010413004096-767,1,∼1%
372,S0301010413004096-767,1,2.5
372,S0301010413004096-767,1,10−7
372,S0301010413004096-767,1,120
372,S0301010413004096-767,1,5 ± 0.2
372,S0301010413004096-767,1,99.5%
372,S0301010413004096-767,1,40–50
372,S0301010413004096-767,1,5
375,S0168945213001805-5396,1,10-year-old
375,S0168945213001805-5396,1,three-year-old
375,S0168945213001805-5396,1,>10-year-old
375,S0168945213001805-5396,1,19-year-old
375,S0168945213001805-5396,1,18-year-old
375,S0168945213001805-5396,1,40%
375,S0168945213001805-5396,1,substantially reduced
375,S0168945213001805-5396,1,multiple locations
375,S0168945213001805-5396,1,various test conditions
375,S0168945213001805-5396,1,multiple plots
375,S0168945213001805-5396,1,several locations
375,S0168945213001805-5396,1,various times
376,S0378383913001567-7073,1,0.2 m
376,S0378383913001567-7073,1,0.2 m
376,S0378383913001567-7073,1,2.33
379,S0019103513005058-3189,1,−57 °C
379,S0019103513005058-3189,1,−75 °C
379,S0019103513005058-3189,1,0.02 g H2O per g soil
381,S0927024813001955-812,1,41.73 mg/mL
381,S0927024813001955-812,1,2 h
381,S0927024813001955-812,1,800 rpm
381,S0927024813001955-812,1,60 °C
397,S0927024813002961-1322,1,±3%
397,S0927024813002961-1322,1,+10% to −20%
397,S0927024813002961-1322,1,slightly positive
397,S0927024813002961-1322,1,virtually zero
401,S0257897213007573-959,1,0.22 nm
401,S0257897213007573-959,1,1.46 nm
401,S0257897213007573-959,1,54.68 nm
401,S0257897213007573-959,1,100 nm
401,S0257897213007573-959,1,3 μm
410,S0021979713004438-2004,1,less deformation
410,S0021979713004438-2004,1,slightly lower adhesion force
410,S0021979713004438-2004,1,lower energy dissipation
410,S0021979713004438-2004,1,large increase in the modulus (average value from 38 MPa to 185 MPa)
416,S1359645413009816-2227,1,14
416,S1359645413009816-2227,1,3
416,S1359645413009816-2227,1,6
416,S1359645413009816-2227,1,9mm
416,S1359645413009816-2227,1,4
416,S1359645413009816-2227,1,9.3
416,S1359645413009816-2227,1,7.3
422,S0167610513001001-1769,1,≈0.5°
422,S0167610513001001-1769,1,≈0–0.5 m s−1
422,S0167610513001001-1769,1,0.36 m s−1
422,S0167610513001001-1769,1,1.05 m s−1
422,S0167610513001001-1769,1,0.86 m s−1
423,S0038071711004354-755,1,-14‰
423,S0038071711004354-755,1,2.5 h
