"10","PR06014617-CC","10","A central conclusion of the present work is that there is a crossover in both ρ s (0) and ρ s (T ) near p = 0.20. Such behaviour is characteristic of many other NS and superconducting properties which have been interpreted in terms of the presence of ∆ N in the underdoped region. The rate of depression of T c due to impurity scattering (∝ 1/γ at T c ) remains constant across the overdoped region then rises sharply with the opening of ∆ N , be- ginning in the lightly overdoped region at p ∼ 0.19 . Boebinger and coworkers using intense pulsed mag- netic fields observe a crossover from insulating to metallic behaviour at T = 0 occurring near p = 0.18 and angle- resolved photoemission studies show the development, in the overdoped region, of a full NS Fermi surface . In this region the resistivity coefficient, [ρ(T ) − ρ(0)]/T , ex- hibits a low-T suppression due to the opening of ∆ N . These considerations provide a compelling motivation for interpreting our penetration depth data within a similar scenario.","0"
"11","PR06014617-CC","11","The proper means of incorporating the pseudogap ef- fects within a realistic model, and indeed the very nature of the pseudogap is a matter of current debate. How- ever, a key characteristic of ∆ N is the loss of NS spectral weight near E F . The loss of spectral weight can cause, as discussed above, both a strong reduction in ρ s (0) and, in a simple model, enhanced curvature in ρ s (T )/ρ s (0) above the BCS weak-coupling d-wave T-dependence , the very features we observe for the optimal and underdoped samples.","0"
"12","PR06014617-CC","12","We note that our data are in reasonable agreement with earlier reports for slightly underdoped grain-aligned HgBa 2 Ca 2 Cu 3 O 8+δ and single crystal LSCO with x = 0.15 . In contrast to the strong p dependence we have found in [λ ab (0)/λ ab (T )] 2 for LSCO and Hg-1201, studies in YBCO reported that [λ ab (0)/λ ab (T )] 2 scaled approximately with 1/T c for various dopings, at all temperatures. However, systematic changes in [λ ab (0)/λ ab (T )] 2 with p were noted at the time al- though these were too small to allow further analysis. This may simply be due to the fact that the YBCO sam- ples were not as heavily underdoped as the x = 0.10 LSCO sample. We also note that YBCO is complicated by a mixed s+d order parameter and the effect of the Cu-O chains on the total ρ s .","0"
"13","PR06014617-CC","13","In summary, using the acs and µSR techniques we have obtained consistent and systematic results on the effects of carrier concentration on ρ s of monolayer cuprates. In the overdoped region we find a more or less constant value of ρ s (0) (up to p = 0.24), and ρ s (T )/ρ s (0) is in rea- sonably good agreement with the weak-coupling d-wave T-dependence. In the optimal and underdoped regions ρ s (0) is rapidly suppressed and above 0.1T c there is a marked departure of ρ s (T )/ρ s (0) from the weak-coupling curve. In a comparative study with available specific heat data we found evidence supporting a link in the be- haviour of ρ s and the normal state gap ∆ N .","0"
"14","PR06014617-CC","14","(a) λ ab −2 (T ) obtained by the ac-susceptibility technique for grain-aligned La2−xSrxCuO4 (LSCO) with x = p = 0.10, 0.15, 0.20, 0.22 and 0.24. Data obtained by µSR for unoriented LSCO (p = 0.10, 0.15) powders are also included (closed symbols). (b) σ(T ) ∝ λ −2 ab (T ), for HgBa2CuO 4+δ unoriented powders with δ = 0.10, 0.154 and 0.37 (p = 0.075, 0.17 and 0.22, respectively). The data for δ = 0.154 is taken from Ref. .","0"
"15","PR06014617-CC","15","Low-T λ ab −2 (T ) for La2−xSrxCuO4 (LSCO) versus x compared with the low-T specific heat coefficient γ [16]. Inset: λ ab −2 (0) for LSCO compared with [S/T(Tc) -S/T(2K)] [16]. FIG. 3. (a) [λ ab (0)/λ ab (T )] 2 obtained by the ac-susceptibility technique for grain-aligned La2−xSrxCuO4 with x = p = 0.10, 0.15, 0.20, 0.22 and 0.24 compared with the weak-coupling BCS theory (solid line) for a d-wave superconductor [18]. (b) The [λ ab (0)/λ ab (T )] 2 data for x = 0.20, 0.22 and 0.24 shown in panel (a) but corrected for a distribution of Tc values with standard deviation 3%, 5% and 9% respectively (see text for details). The solid lines are the BCS d-wave T-dependence corrected for the respective distribution in Tc's. The curves for x = 0.22 and 0.24 are shifted vertically for clarity.","0"
"16","PR06114956-CC","0","Carrier concentrations in Bi 2 Sr 2−z La z CuO 6+δ single crystals and their relation to Hall coefficient and thermopower","0"
"17","PR06114956-CC","1","We measured the thermopower S and the Hall coefficients RH of Bi2Sr2−zLazCuO 6+δ (BSLCO) single crystals in a wide doping range, in an effort to identify the actual hole concentrations per Cu, p, in this system. It is found that the ""universal"" relation between the room-temperature thermopower and Tc does not hold in the BSLCO system. Instead, comparison of the temperature- dependent RH data with other cuprate systems is used as a tool to identify the actual p value. To justify this approach, we compare normalized RH(T ) data of BSLCO, La2−xSrxCuO4 (LSCO), YBa2Cu3Oy, and Tl2Ba2CuO 6+δ , and demonstrate that the RH(T ) data of the LSCO system can be used as a template for the estimation of p. The resulting phase diagram of p vs Tc suggests that Tc is anomalously suppressed in the underdoped samples, becoming zero at around p ≃ 0.10, while the optimum Tc is achieved at p ≃ 0.16 as expected.","0"
"18","PR06114956-CC","2","Determination of the actual carrier concentration in the high-T c cuprates is in general a difficult task. The La- 214 system [La 2−x Sr x CuO 4 (LSCO) or La 2−x Ba x CuO 4 (LBCO)] is almost the only system where the carrier con- centration is nearly unambiguously known; in this sys- tem, the hole concentrations per Cu, p, is identical to the x value, as long as the oxygen is stoichiometric. In the YBa 2 Cu 3 O y (YBCO) system, the hole concentration in the CuO 2 planes is ambiguous because of the exis- tence of the imperfect CuO chains which absorb part of the doped holes. In other systems like Bi 2 Sr 2 CaCu 2 O 8+δ (Bi-2212), Bi 2 Sr 2 CuO 6+δ (Bi-2201), or Tl 2 Ba 2 CuO 6+δ (Tl-2201), the determination of the hole concentration is also ambiguous because Bi and Tl ions have mixed va- lencies .","0"
"19","PR06114956-CC","3","In ordinary metals or semiconductors, the Hall coeffi- cient R H is often used for the determination of the carrier concentration. However, R H of the cuprates has not been considered to be a useful tool to determine p, because R H shows a rather strong temperature dependence. More- over, it has been reported for LSCO that the magnitude of R H is several times smaller than that expected from the chemically-determined carrier concentration . On the other hand, it has been proposed that the magni- tude of the thermopower at room temperature (290 K), denoted as S(290K), can be used for the determination of p, based on the observation that the plot of T c /T max c vs S(290K) is almost ""universal"" among many cuprates (T max c is the optimum T c of each system), although the data of the LSCO system do not follow the ""universal"" relation . If one assumes another ""universal"" relation between p and T c /T max c , so-called the ""bell shape"", the measurement of S(290K) yields an estimation of p as long as the two ""universal"" relations hold.","0"
"20","PR06114956-CC","4","The above mentioned relation between p and S(290K) has not been tested in Bi 2 Sr 2−z La z CuO 6+δ (BSLCO, or La-doped Bi2201), in which the carrier concentration can be changed over a wide range . An increase in the La concentration z in this system leads to a smaller den- sity of holes in the CuO 2 planes, and the optimum T c is achieved with z ≃ 0.4. In this paper, we report our systematic measurements of S(290K) and R H (T ) for a series of BSLCO single crystals, for which z is varied from 0.2 to 1.0. It is found that the optimally-doped BSLCO crystal show notably smaller S(290K) value than that expected from the ""universal"" relation. This is a strong indication that the ""universal"" relation does not hold in the BSLCO system and thus one should not use this relation to determine p. We therefore tried to use the temperature-dependent R H for the determination of p. We show that, using R H (T ) of the LSCO system as a template, the R H (T ) data can give reasonable estimate of p. With the p values thus obtained, we construct the relation between p and S(290K), which is actually quite different from the ""universal"" relation. The final phase diagram of T c vs p for the BSLCO system suggests that T c is anomalously suppressed in the underdoped samples, becoming zero at around p ≃ 0.10, while the optimum T c is achieved at p ≃ 0.16.","0"
"21","PR06114956-CC","5","The single crystals of Bi 2 Sr 2−z La z CuO 6+δ are grown using a floating-zone (FZ) technique . Here we report crystals with z from 0.23 to 1.02. The crystal with z=0.39 is optimally-doped; the optimum T c is 36 K, which is very high for BSLCO and indicates that the crystals reported here are among the best crystals available to date. The actual La concentration in the crystals are determined by employing both the inductively-coupled plasma analysis and the electron-probe microanalysis. For the transport measurements, the crystals are cut into dimensions of typically 2 × 1 × 0.05 mm 3 . Since the absolute magnitude of the Hall coefficient is important for this work, the thickness of the samples is accurately","1"
"22","PR06114956-CC","6","(a) ρ ab (T ) data of the BSLCO crystals for selected z values. (b) z dependence of ρ0 obtained from Fig. 1(a). (c) Tc/T max c vs S(290K) of the BSLCO crystals, plotted together with the ""universal"" relation [3] reproduced as a dashed line. The z values shown in this panel are nominal values. The solid line is a guide to the eyes. determined by measuring their weight with 0.1-µg reso- lution, and the uncertainty in the absolute magnitude of R H is estimated to be less than ±8%. All the crystals are annealed in flowing oxygen at 650 • C for 48 hours to guarantee uniform oxygen distribution in the samples.","0"
"23","PR06114956-CC","7","We define T c in this paper by the onset of the Meissner effect measured by dc magnetic susceptibility. We have confirmed that the Meissner-onset T c agrees very well with the zero-resistance T c for our crystals . The Hall coefficient R H is measured together with the in-plane re- sistivity ρ ab by using a standard six probe technique. The current contacts are carefully painted to cover two oppos- ing side faces of the platelet-shaped crystals to ensure a uniform current flow. The voltage contacts are painted on the two remaining side faces of the crystals (not on the top or bottom faces), which is important for the ac- curate Hall effect measurement. The Hall coefficients are measured by sweeping the magnetic field to both plus and minus polarities, while the temperature is stabilized by a combination of the calibrated Cernox sensor and a capacitance sensor . The thermopower is measured with a standard steady-state technique with a reversible temperature gradient of ∼1 K, and the thermopower of the gold wires are corrected for.","0"
"24","PR06114956-CC","8","Figure shows the ρ ab (T ) data of the BSLCO crys- tals for selected z values from 0.23 -1.02, which show systematic evolution with changing carrier concentration. One may notice that the residual resistivity ρ 0 of these samples [7] becomes systematically larger with increasing La doping, although ρ 0 is very small (∼20 µΩcm) at op- timum doping; the z dependence of ρ 0 is plotted in Fig. . Figure shows the plot of T c /T max c vs S(290K) of our BSLCO crystals (T max c = 36 K), together with the ""universal"" relation reproduced as a dashed line. It is clear that the two curves do not agree at all. This is either because the universal relation between p and S(290K) does not hold in the BSLCO system or because the T c values are somehow reduced from the ideal value (and thus does not correctly reflect the hole concentra- tions). To determine which is actually the case, we pay attention to the peaks in Fig. , which corresponds to the optimum doping; if we can find an evidence from another experiment that the optimum T c of BSLCO is in- deed realized at p ≃ 0.16, it is a clear indication that the universal relation of T c /T max c vs S(290K) is disobeyed in BSLCO. Note that the S(290K) value of the optimally- doped BSLCO sample (∼ −6 µV/K) corresponds to p ≃ 0.22 in the ""universal"" relation .","1"
"25","PR06114956-CC","9","We now demonstrate that the magnitude of the Hall coefficient can be used as a guide to estimate p. It has been pointed out that the fictitious carrier density calculated from the room-temperature value of R H does not vary much among different cuprates at the same hole concentration. Therefore, if R H is normalized by the unit volume V and the number of Cu atoms in the unit, N , the resulting R H /N V is expected to show similar val- ues for different cuprates at optimum doping (p ≃ 0.16). Note that R H e/N V (e is the electronic charge) gives the inverse of the fictitious hole density per Cu. Figure shows the plot of R H e/N V vs T for various cuprates, LSCO, YBCO, Tl-2201, and BSLCO, at optimum dop- ing. The data for Tl-2201 is taken from Ref. , and all other data are measured by ourselves paying particu- lar attention to the accuracy in the absolute magnitude. The LSCO sample is a high-purity polycrystal , and the YBCO sample is a high-quality single crystal grown by a flux method using Y 2 O 3 crucible . In the R H data of LSCO and YBCO, the uncertainty in the ab- solute magnitude is less than ±8%. It is clear in Fig. that the normalized R H of all the optimally-doped cuprates shown here agree reasonably well in the temper- ature range 150 -300 K, where the data fall in a rather narrow band of ∼20%. This observation is remarkable and has not been emphasized before in the literature. For the purpose of this paper, Fig. (a) strongly suggests that it is reasonable to assert p to be actually around 0.16 in our optimally-doped BSLCO crystal.","0"
"26","PR06114956-CC","10","Figure shows the comparison of R H e/N V vs T for LSCO and YBCO at three representative dopings: optimum doping, 1/8 doping, and the superconductor-","0"
"27","PR06114956-CC","11","Plots of RH e/N V vs T for various op- timally-doped cuprates, LSCO (x=0.16), YBCO (y=6.93), Tl-2201, and BSLCO (z=0.39). The data for Tl-2201 is taken from Ref. . Note that all the data lie in a rather narrow band of ∼20% in the temperature range 150 -300 K, implying that RH e/N V can be a good measure of the hole concentra- tion. (b) Comparison of RH e/N V of LSCO and YBCO at three representative dopings: optimum doping, 1/8 doping, and the superconductor-insulator boundary (p ≃ 0.05).","0"
"28","PR06114956-CC","12","insulator (S-I) boundary (p ≃ 0.05). For YBCO, it has been reported that the 60-K phase (y ≃ 6.7) corre- sponds roughly to p ≃ 1/8 and the S-I boundary (y ≃ 6.4) lies at p ≃ 0.05. Therefore, because of the special physical meanings attached to these hole concentrations, the three dopings shown in Fig. give good reference points where the p values are well-defined. One can see in Fig. that the R H e/N V data of the two systems agree reasonably well at the three dopings at tempera- tures above ∼200 K. This observation gives further sup- port to the idea that R H e/N V can be used as a guide to estimate p; the comparison shown in Fig. sug- gests that the data of LSCO system, for which p is nearly unambiguous, can be used as a template to compare the data of other systems.","0"
"29","PR06114956-CC","13","Based on the above observation, we try to estimate p of our BSLCO crystals by comparing the R H e/N V data with that of LSCO. Figure shows the data of the two systems for selected concentrations. From Fig. , one can infer that the La concentration, z, of 0.73 corresponds to p ≃ 0.12, z=0.84 to p ≃ 0.10, and z=1.0 to p ≃ 0.03.","0"
"30","PR06114956-CC","14","Comparison of RH(T )e/N V of LSCO and BSLCO at various hole concentrations. Based on this observation, we determine the p values for various z as follows: p = 0.18, 0.16, 0.15, 0.14, 0.13, 0.12, 0.10, and 0.03, for z = 0.23, 0.39, 0.49, 0.51, 0.66, 0.73, 0.84, and 1.02, respectively . Note that these determi- nation are not precise and the expected accuracy would be ±10% at best . This result implies that the su- perconductivity of our BSLCO is about to disappear at z=0.84 not because the hole concentration is reduced to p ∼ 0.05. Remember that there is a tendency that ρ 0 be- comes systematically larger with increasing La doping, as shown in Fig. . This suggests that one possi- ble reason for the disappearance of superconductivity at z ≃ 0.9 (which corresponds to p = 0.09 -0.10) is the increased disorder in the heavily-La-doped crystals. In other words, in our BSLCO samples the superconductiv- ity is more significantly suppressed in more underdoped samples because of the larger amount of disorder probed by ρ 0 . The microscopic origin of this disorder triggered by heavy La doping is yet to be elucidated; it is difficult to imagine that the random potential produced by the replacement of Sr with La itself is responsible to produce ρ 0 of as large as 400 µΩcm.","0"
"31","PR06114956-CC","15","Figure shows the plot of S(290K) vs p for our BSLCO crystals (where p is determined as above), together with the ""universal"" relation that is reported to be valid for most of the cuprates except for LSCO . Clearly, the BSLCO system does not follow the ""universal"" trend. The reason for this deviation is not clear, but it is in- triguing to note that both BSLCO and LSCO are pecu- liar systems in which the optimum T c is much lower than the ""intrinsic"" T c (about 80 K) expected for single-layer cuprates. It has been discussed that these two sys-","0"
"32","PR06114956-CC","16","S(290K) vs p plot for the BSLCO crystals to- gether with the ""universal"" relation [3]. The solid line is a guide to the eyes. Inset shows a plot of estimated p vs z, together with a straight line fit. tems might share the common trend to stabilize charged stripes, which is known to suppress superconductivity.","0"
"33","PR06114956-CC","17","Using the p values inferred for our BSLCO samples, we can estimate the fictitious T 0 c values for each La con- centration by assuming the ordinary ""bell shape"" [5] for T 0 c /T max c vs p; this T 0 c is the ideal value that would be expected for a given p if there were no cause for the re- duction of T c . Since ρ 0 of the z=0.39 sample is small [Fig. ], we assume that our optimum T c is not sig- nificantly affected by disorder and thus we take T max c = 36 K for the calculation of T 0 c . Figure shows the plot of actual T c vs p of the BSLCO system, together with the fictitious T 0 c vs p. It is clear in Fig. that T c (p) of the BSLCO system shows a faster drop in both the underdoped and overdoped sides of the phase diagram, which is probably caused by disorder as inferred from the increase in ρ 0 when z moves away from the optimum doping [Fig. ].","1"
"34","PR06114956-CC","18","In summary, we estimate the hole concentration per Cu, p, of a series of BSLCO crystals by using the normal- ized Hall coefficient R H e/N V and its comparison with other cuprates. It is demonstrated that at optimum dop- ing R H (T )e/N V of various cuprates (LSCO, YBCO, Tl- 2201, and BSLCO) agree reasonably well in the temper- ature range 150 -300 K, where the data fall in a rather narrow band of ∼20%. This implies that R H e/N V can be used as a guide to estimate p. It is found that in the BSLCO system the room-temperature thermopower S(290K) as a function of p does not follow the ""univer- sal"" trend. The phase diagram of T c vs p for our BSLCO crystals suggests that T c is anomalously suppressed in the underdoped samples, where the residual resistivity is found to increase systematically with increasing La dop- ing.","0"
"35","PR06114956-CC","19","Actual Tc (solid circles) and the fictitious T 0 c (dashed line) plotted vs p for the BSLCO crystals. The p value is calculated from z by using p = 0.21 − 0.13z [13]. The solid line is a guide to the eyes.","0"
"36","PR05003221-CC","0","Hydrostatic pressure induced lattice effects in La 2−x Sr x CuO 4","0"
"37","PR05003221-CC","1","Micro-Raman measurements under hydrostatic pressures up to ∼6 GPa have been carried out on high-quality La2−xSrxCuO4 polycrystalline compounds with Sr concentration up to x=0.24. The zz scattering polarization has been investigated at room temperature, where two strong modes due to La/Sr and the apex oxygen atoms are observed. The energy of the strong modes increases almost linearly with pressure for the Sr concentrations studied. Modifications in the increment rate dω/dp have been detected depending on the amount of doping. Finally, measurements at low temperatures denote that the application of pressure minimizes the distortions of the CuO 6 octahedra.","0"
"38","PR05003221-CC","2","Previous Raman studies have given strong evidence of local lattice distortions in the cuprates, which are induced at room temperature by varying the hydrostatic pressure and correlate with changes in the superconducting transition temperature, T c . Anomalous nonlinear pressure dependence is observed for almost all A g phonons of the YBa 2 Cu 3 O 6.5 , YBa 2 Cu 2 O over , YBa 2 Cu 4 O 8 and Bi 2 Sr 2 CaCu 2 O 8 superconducting single crystals, which occurs at pressures where T c shows also characteristic changes . The results are compared with a similar correlation found between transition temperature and spectral modifications in YBa 2 Cu 3 O x and La 2−x Sr x CuO 4 (LSCO) by chemical doping . There are strong indications that the saturation of T c with pressure or compositional doping in these cuprates is mainly related with lattice instabilities and probably also with phase separation phenomena. The above mentioned results motivated us to carry out micro-Raman measurements under hydrostatic pressures up to ∼6 GPa for the LSCO compound, which shows a variety of phases with doping and temperature . As a function of increasing strontium content, there is a structural phase transition from a low temperature orthorhombic (LTO) to a high temperature tetragonal (HTT) phase. Within the orthorhombic phase there is a tilting of the CuO 6 octahedra, which vanishes by approaching the structural transition temperature, T ot . It is known that pressure affects strongly the structural properties of this compound (orthorhombic phase is suppressed under pressure, i.e., T ot decreases with pressure) while it is not expected to affect strongly the superconducting properties, since LSCO does not have a charge reservoir layer (like the Cu-O chains in YBa 2 Cu 3 CuO x ). Yamada and Ido showed that the maximum","0"
"39","PR05003221-CC","3","International Symposium on Lattice Effects in Cuprate High Temperature Superconductors IOP Publishing Journal of Physics: Conference Series 108 (2008) 012024 doi:10.1088/1742-6596/108/1/012024 c 2008 IOP Publishing Ltd increase of the superconducting transition temperature with pressure, dT c /dp occurs for the x=0.15 compound, and T c increases from 38 K, at ambient pressure, to 42K at ∼2 GPa.","1"
"40","PR05003221-CC","4","In this work, a micro-Raman study of high-quality LSCO polycrystalline compounds with x=0.06−0.24, has been carried out in order to examine the effect of high hydrostatic pressure on the phonon modes and provide information about possible pressure induced local structural modifications. At room temperature, only the strong La/Sr and apex oxygen modes of A g symmetry , have been studied. The soft mode at ∼100 cm −1 , which is correlated with the LTO-HTT phase transitions and appears only in the orthorhombic phase of the low Sr concentration samples has not been observed . Also, the symmetry forbidden bands, which are mainly observed in the low temperature xx/yy polarization spectra of the doped samples , have been examined at high pressures.","0"
"41","PR05003221-CC","5","The experimental details of the sample preparation and the Raman measurements are described elsewhere .","0"
