"152","L095167004","1","AOs 2 O 6 (A = Cs, Rb, K)","7.6 K","6 GPa","resistivity"
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","6.3 K","",""
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","3.3 K","",""
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","9.6 K","",""
"160","L095167004","8","CsOs 2 O 6","5.0 K","6 GPa","resistivity"
"160","L095167004","8","CsOs 2 O 6","7.6 K","2 GPa","resistivity"
"160","L095167004","8","CsOs 2 O 6","3.7 K","10 GPa","resistivity"
"160","L095167004","8","CsOs 2 O 6","3.3 K","",""
"165","L095167004","9","RbOs 2 O 6","8.2 K","2 GPa","resistivity"
"165","L095167004","9","KOs 2 O 6","8.2 K","2.0 GPa","resistivity"
"165","L095167004","9","KOs 2 O 6","5.7 K","4.0 GPa","resistivity"
"168","L095167004","21","AOs 2 O 6 (A = Cs, Rb, K)","6.3 K","",""
"168","L095167004","21","AOs 2 O 6 (A = Cs, Rb, K)","9.6 K","",""
"170","L094037007","1","CeIrIn5","0.8 K","2.1 GPa",""
"173","L094037007","2","CeIrIn 5","0.4 K","0","None"
"173","L094037007","2","CeCoIn 5","2.3 K","0","None"
"173","L094037007","2","CeRhIn 5","2 K","1.GPa","None"
"175","L094037007","3","CeRhIrIn 5","up to 1 K","",""
"175","L094037007","3","CeIrIn 5","1 K","",""
"176","L094037007","6","CeIrIn 5","0.4 K","0 GPa","NQR"
"177","L094037007","14","CeIrIn 5","0.8 K","2.1 GPa",""
"178","L093157004","1","RbOs 2 O 6","6.3 K","0","magnetization"
"182","L093157004","2","KOs 2 O 6","9.6 K","",""
"182","L093157004","2","CdRe 2 O 7","1 K","",""
"182","L093157004","2","RbOs 2 O 6","6.3 K","",""
"182","L093157004","2","CsOs 2 O 6","3.3 K","",""
"183","L093157004","6","In","3.4 K","None","magnetization"
"184","L090137002","4","underdoped Bi 2 Sr 2 CaCu 2 O 8+δ","70 K","25 mBar","irradiated with 2.5 MeV electrons"
"185","Li_2018_Supercond._Sci._Technol._31_085001","4","Zr 5 Sb 3","∼2.3 K","",""
"186","Li_2018_Supercond._Sci._Technol._31_085001","9","Zr 5 Ge 2.5 Pt 0.5","2.8 K","","electrical resistivity"
"187","Li_2018_Supercond._Sci._Technol._31_085001","10","Zr 5 Pt 3","7.2 K","",""
"189","Li_2018_Supercond._Sci._Technol._31_085001","12","Zr 5 Ge 2.8 Pt 0.2","2.6 K","","resistivity"
"189","Li_2018_Supercond._Sci._Technol._31_085001","12","Zr 5 Ge 2 Pt","3.5 K","","resistivity"
"191","Li_2018_Supercond._Sci._Technol._31_085001","13","Zr 5 Ge 2.5 Pt 0.5","below 2.8 K","","magnetic susceptibility"
"191","Li_2018_Supercond._Sci._Technol._31_085001","13","Zr 5 Ge 2.5 Pt 0.5","2 K","","magnetic susceptibility"
"192","Li_2018_Supercond._Sci._Technol._31_085001","14","Zr 5 Pt 3","7.2 K","",""
"193","Li_2018_Supercond._Sci._Technol._31_085001","15","Zr 5 Sb 3","2.3 K","",""
"196","SSC1280097","1","x = 0.5 (La-2125 stoichiometry)","58 K","",""
"198","SSC1280097","13","LaPrCaBCO","rise in T c (but not up to maximum of La-2125 system i.e., ~ 78K)","",""
"200","EPL0410207","4","Ba 1−x K x BiO 3 single crystal","23 K","",""
"200","EPL0410207","4","single-crystalline Ba 1−x K x BiO 3","23 K","",""
"201","EPL0410207","13","Ba 1−x K x BiO 3 crystal","31 K","",""
"202","L094047006","1","x=0.40","32 K","",""
"204","L094047006","6","Bi 2 Sr 2 CuO 6.36","8 K","",""
"204","L094047006","6","Bi 2 Sr 2 CuO 6.36","32 K","",""
"210","L094127001","5","Sr 0.9 La 0.1 CuO 2","43 K","",""
"210","L094127001","5","Sr 0.9 La 0.1 CuO 2","43 K","",""
"212","SSC1270493","1","CoSr 2 (Y 1-x Ca x )Cu 2 O 7+δ (Co-1212)","∼40 K","5 GPa","ultra-high-pressure heat treatment"
"216","SSC1270493","4","CoSr 2 YCu 2 O 7+δ","up to 40 K","",""
"216","SSC1270493","4","Ga-1212","up to ∼70 K","",""
"220","SSC1270493","16","x = 0.4 sample using 25 and 100 mol-% Ag 2 O 2","∼40 K","",""
"220","SSC1270493","16","x = 0.4 sample using 25 and 100 mol-% Ag 2 O 2","35 K","",""
"220","SSC1270493","16","x = 0.3","20 K","",""
"222","PhysRevX.8.041024","6","Cu x Bi 2 Se 3 (x ¼ 0.31) single crystals","3 K","","Magnetic susceptibility"
"224","EPJ0290369","11","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"224","EPJ0290369","11","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"228","EPJ0290369","14","La 1.8 Sr 0.2 CuO 4","22.8 K","",""
"230","EPJ0290369","16","La 1.75 Sr 0.25 CuO 4","15.6 K","",""
"231","EPJ0290369","17","La 1.73 Sr 0.27 CuO 4","9.2 K","","resistivity"
"232","EPJ0290369","22","La 2-x Sr x CuO 4 samples with x = 0.05 and 0.055","17.5 K","",""
"233","EPJ0290369","23","La 1.94 Sr 0.06 CuO 4","2.4K","",""
"236","EPJ0290369","24","La 1.8 Sr 0.2 CuO 4","22.8 K","",""
"236","EPJ0290369","24","La 1.75 Sr 0.25 CuO 4","15.6 K","",""
"236","EPJ0290369","24","La 1.73 Sr 0.27 CuO 4","9.2 K","",""
"238","EPJ0290369","30","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"238","EPJ0290369","30","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"243","APL0774202","12","YBCO crystals","93 K","",""
"243","APL0774202","12","BSCCO","89.5K","",""
"246","APL0774202","16","Al","1.69 K","",""
"247","L088207003","1","doped Pr1.855Ce0.145CuO4−y films","24 K","",""
"251","Liu_2018_Supercond._Sci._Technol._31_125011","4","SnSb","1.50 K","","magnetic susceptibility"
"251","Liu_2018_Supercond._Sci._Technol._31_125011","4","SnSb","1.50 K","","specific heat"
"253","Liu_2018_Supercond._Sci._Technol._31_125011","10","SnSb","∼1.6 K","",""
"258","L095117006","2","2H-NbSe2","7.1 K","",""
"260","1609.04957","1","LaFeAsO1−xHx","exceeds 45K","3.0 GPa",""
"260","1609.04957","1","LaFeAsO1−xHx","exceeds 45K","3.0 GPa",""
"262","1609.04957","4","LaFeAsO 1−x F x","up to 40 K","3.0 GPa",""
"263","1609.04957","7","F-doped La1111 series","48K","3.0 GPa","resistivity"
"265","1609.04957","14","x = 0.20","48 K","applying pressure","None"
"266","1903.04321","1","Cu-intercalated PdTe2","from 1.7 K to 2.4 K","",""
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","MgB 2","39 K","",""
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","(Mo 0.96 Zr 0.04 ) 0.85 B 2","8.2 K","",""
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","NbB 2","5.2 K","",""
"276","Carnicom_2018_Supercond._Sci._Technol._31_115005","5","WB 4.2","2 K","",""
"279","Carnicom_2018_Supercond._Sci._Technol._31_115005","13","WB 4.2","above 2 K","","resistivity"
"279","Carnicom_2018_Supercond._Sci._Technol._31_115005","13","WB 4.2","2.1 K","","resistivity"
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","electrical resistivity"
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","magnetic suscept- ibility"
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","specific heat"
"286","JPS081033701","4","x = 0.20","13 K","2 GPa","suscep- tibility"
"286","JPS081033701","4","x = 0.25","30 K","2 GPa","suscep- tibility"
"286","JPS081033701","4","x = 0.25","14 K","2 GPa","suscep- tibility"
"288","JPS081033701","9","x = 0.25","13 K","2 GPa",""
"290","L089147002","3","Cd 2 Re 2 O 7","1 K","",""
"290","L089147002","3","Cd 2 Re 2 O 7","1 K","",""
"294","L091087001","4","Zn plate","0.875 K","",""
"299","JPS081113707","2","FeSe monolayer synthesized by MBE method","53 K","","MBE method"
"299","JPS081113707","2","K 0.8 Fe 2 Se 2","above 30 K","",""
"299","JPS081113707","2","FeSe","13K","4-6 GPa",""
"299","JPS081113707","2","(LiNH 2 ) x Fe 2 Se 2","43 K","",""
"301","Suzuki_etal_2015","1","EuFBiS2","8.6 K","1.8 GPa","electrical resistivity"
"306","Suzuki_etal_2015","9","EuFBiS 2","8.6 K","1.8 GPa","electrical resistivity"
"308","SST0180041","1","Pr 1−x Ca x Ba 2 Cu 3 O 7−δ (x ≈0.5) thin films","35.6K","",""
"308","SST0180041","1","Pr 1−x Ca x Ba 2 Cu 3 O 7−δ (x ≈0.5) thin films","37K","",""
"313","SST0180041","14","Pr 0.5 Ca 0.5 Ba 2 Cu 3 O 7−δ epitaxial thin films","37 K","","resistivity"
"313","SST0180041","14","Pr 0.5 Ca 0.5 Ba 2 Cu 3 O 7−δ epitaxial thin films","35.6 K","","resistivity"
"315","xing2014theAnomaly","8","LiFeAs crystal","∼17 K","","resistivity"
"315","xing2014theAnomaly","8","LiFeAs crystal","∼ 16 K","","magnetic susceptibility"
"316","xing2014theAnomaly","9","Cu doping level of 7%","∼3 K","",""
"320","kotegawa2008abrupt","4","SrFe 2 As 2","10 K","8 GPa","resistivity"
"321","kotegawa2008abrupt","5","single-crystalline samples of SrFe 2 As 2","34 K","3.5 GPa","resistivity"
"324","kotegawa2008abrupt","8","SrFe 2 As 2","37 − 38 K","3.77 GPa","resistance"
"324","kotegawa2008abrupt","8","(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2","34.1 K","3.77 GPa","resistance"
"324","kotegawa2008abrupt","8","(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2","30 K","4.15 GPa","resistance"
"329","kotegawa2008abrupt","14","SrFe 2 As 2","34.1 K","3.6 − 3.7 GPa","resistivity"
"329","kotegawa2008abrupt","14","doped systems","37 − 38 K","",""
"330","kotegawa2008abrupt","15","SrFe 2 As 2","34.1 K","3.77 GPa",""
"332","yamaguchi2014ac","1","LiFeAs","17 K","0 GPa","AC susceptibility measurements and X-ray diffraction experiments"
"332","yamaguchi2014ac","1","LiFeAs","10 K","5.2 GPa","AC susceptibility measurements and X-ray diffraction experiments"
"338","yamaguchi2014ac","10","LiFeAs","17.1 K","0 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","13.2 K","4.3 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","16.8 K","0 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","10 K","5.2 GPa","AC magnetic susceptibility"
"342","sun2012re-emerging","1","K 0.8 Fe 1.78 Se 2","48.0-48.7 K","1 GPa",""
"342","sun2012re-emerging","1","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48.0-48.7 K","None",""
"342","sun2012re-emerging","1","K 0.8 Fe 1.7 Se 2","48.0-48.7 K","None",""
"344","sun2012re-emerging","3","Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals","33 K","1.6 GPa","resistance"
"344","sun2012re-emerging","3","Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals","48.0 K","12.4 GPa","resistance"
"347","sun2012re-emerging","6","K 0.8 Fe 1.7 Se 2","32 K","0.8-1.6 GPa",""
"347","sun2012re-emerging","6","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa",""
"349","sun2012re-emerging","7","K 0.8 Fe 1.7 Se 2","48.7 K","unknown","unknown"
"349","sun2012re-emerging","7","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48.0 K","unknown","unknown"
"350","sun2012re-emerging","11","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa",""
"351","sun2012re-emerging","15","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48 K","9.4 GPa","standard four-probe method"
"352","sun2012re-emerging","17","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa","resistance"
"355","piva2015combined","1","pure BaFe 2 As 2","4.2 K","",""
"355","piva2015combined","1","x = 0.02","30 K","",""
"355","piva2015combined","1","x = 0.02","8 K","",""
"357","piva2015combined","3","AFe 2 As 2 (A = Ba, Sr, Ca, Eu)","as high as 56 K","",""
"357","piva2015combined","3","RFeAsO (R = La − Gd)","as high as 56 K","",""
"359","piva2015combined","4","BaFe 2−x Cu x As 2","26 K","",""
"359","piva2015combined","4","Co-substituted","5 K","",""
"361","piva2015combined","5","Cu-substituted BaFe 2 As 2 single crystals","8 K","P 10 GPa",""
"361","piva2015combined","5","x = 0.02","30 K","",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","29 K","2.8 GPa",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","31 K","3.4 GPa",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","29 K","4.0 GPa",""
"367","piva2015combined","12","BaFe 2−x Cu x As 2","30 K","None","None"
"367","piva2015combined","12","BaFe 2−x Cu x As 2","8 K","None","None"
"369","wang2011effect","3","LaO 1−x F x FeAs","up to 43 K","",""
"369","wang2011effect","3","LaO 1−x F x FeAs","26 K","",""
"370","wang2011effect","8","NaFeAs","31 K","3 GPa",""
"371","wang2011effect","11","NaFeAs","31 K","3 GPa",""
"375","kotegawa2009contrasting","1","Sr2VFeAsO3","36.4 K","4 GPa",""
"375","kotegawa2009contrasting","1","Sr2VFeAsO3","46.0 K","4 GPa",""
"375","kotegawa2009contrasting","1","Sr2ScFePO3","16 K","4 GPa",""
"375","kotegawa2009contrasting","1","Sr2ScFePO3","5 K","4 GPa",""
"376","kotegawa2009contrasting","3","FeSe","8 K","ambient pressure",""
"378","kotegawa2009contrasting","5","Sr 2 ScFePO 3","17 K","",""
"378","kotegawa2009contrasting","5","Sr 2 VFeAsO 3","37 K","",""
"380","kotegawa2009contrasting","10","Sr 2 ScFePO 3","15.6 K","ambient pressure","resistance"
"380","kotegawa2009contrasting","10","Sr 2 ScFePO 3","8.4 K","ambient pressure","resistance"
"382","kotegawa2009contrasting","15","Sr 2 VFeAsO 3","46 K","4 GPa","resistivity"
"387","ivanovskii2008newHigh","1","fluorine-doped oxyarsenide LaO 1-x F x FeAs","26 K","",""
"388","ivanovskii2008newHigh","2","fluorine- doped iron and lanthanum oxyarsenide LaO 1Àx F x FeAs","26 K","",""
"389","ivanovskii2008newHigh","5","LaO 1Àx F x FeAs","26 K","",""
"392","ivanovskii2008newHigh","6","fluorine-doped samarium oxyarsenide SmO 1Àx F x FeAs","56 K","",""
"392","ivanovskii2008newHigh","6","NdO 1Àx FeAs","51 K","",""
"392","ivanovskii2008newHigh","6","SmO 1Àx FeAs","55 K","",""
"396","ivanovskii2008newHigh","8","LiFeAs","18 K","",""
"396","ivanovskii2008newHigh","8","Ba 1Àx K x Fe 2 As 2","37 ± 38 K","",""
"396","ivanovskii2008newHigh","8","Sr 1Àx Cs x Fe 2 As 2","37 ± 38 K","",""
"398","ivanovskii2008newHigh","18","SmO 0:7 F 0:3 FeAs","54.6-K","",""
"399","ivanovskii2008newHigh","19","LaO 1Àx F x FeAs","close to 24 K","","resistance"
"403","ivanovskii2008newHigh","45","LaOFeP","6 K","",""
"403","ivanovskii2008newHigh","45","LaOFeP","0.35 K","",""
"410","ivanovskii2008newHigh","47","LaOFeAs","26 K","",""
"410","ivanovskii2008newHigh","47","GdO 1Àx F x FeAs","37 K","",""
"410","ivanovskii2008newHigh","47","DyO 1Àx F x FeAs","45 K","",""
"410","ivanovskii2008newHigh","47","TbO 1Àx F x FeAs","46 K","",""
"412","ivanovskii2008newHigh","48","Tb 1Àx Th x OFeAs","55 K","",""
"412","ivanovskii2008newHigh","48","Gd 1Àx Th x OFeAs","52 K","",""
"415","ivanovskii2008newHigh","50","LaO 1Àx F x FeAs","26À28 K","",""
"415","ivanovskii2008newHigh","50","LaO 0:9 F 0:1 FeAs 1Àx","26 K","",""
"415","ivanovskii2008newHigh","50","La 0:85 Sr 0:15 O 0:87 FeAs","8 K","",""
"417","ivanovskii2008newHigh","55","La 0:89 F 0:11 FeAs","43 K","4 GPa",""
"417","ivanovskii2008newHigh","55","La 0:89 F 0:11 FeAs","26 K","0",""
"419","ivanovskii2008newHigh","56","CeO 0:88 F 0:12 FeAs","4.5 K","P 19 GPa",""
"420","ivanovskii2008newHigh","57","SmO 0:85 F 0:15 FeAs","25.6 K","1 GPa",""
"422","ivanovskii2008newHigh","69","LaO 1Àx F x FeAs","24 K","",""
"424","ivanovskii2008newHigh","70","LaO 0:94 F 0:06 FeP","5 K","",""
"425","ivanovskii2008newHigh","72","LaOFeP","7 K","",""
"427","ivanovskii2008newHigh","77","LaOFeP","7 K","",""
"428","ivanovskii2008newHigh","80","La 1:85 Sr 0:15 CuO 4","38 K","",""
"431","ivanovskii2008newHigh","97","LaOFeAs","0:8 K","","Eliashberg equation"
"431","ivanovskii2008newHigh","97","LaOFeAs","26 K","","experimental"
"431","ivanovskii2008newHigh","97","LaOFeAs","0:8 K","","Eliashberg equation"
"433","ivanovskii2008newHigh","102","LaONiP","3:0 ± 4:2 K","","estimated in the Eliashberg model"
"433","ivanovskii2008newHigh","102","LaONiP","26 K","","estimated in the Eliashberg model"
"439","ivanovskii2008newHigh","129","potassium-doped arsenide Ba 1Àx K x Fe 2 As 2","38 K","",""
"439","ivanovskii2008newHigh","129","Ba 0:6 K 0:4 Fe 2 As 2","38 K","",""
"439","ivanovskii2008newHigh","129","LaIr 2 Ge 2","5 K","",""
"439","ivanovskii2008newHigh","129","YIr 2Àx Si 2x","5 K","",""
"439","ivanovskii2008newHigh","129","BaNi 2 P 2","5 K","",""
"441","ivanovskii2008newHigh","140","Sr 1Àx K; Cs x Fe 2 As 2","37À38 K","",""
"441","ivanovskii2008newHigh","140","Ba 0:6 K 0:4 Fe 2 As 2","38 K","",""
"443","ivanovskii2008newHigh","151","LnOFeAs","26À55 K","",""
"443","ivanovskii2008newHigh","151","AFe 2 As 2","26À55 K","",""
"447","ivanovskii2008newHigh","155","cobalt-doped LaOFeAs","14 K","",""
"447","ivanovskii2008newHigh","155","LiFeAs","18 K","",""
"453","ivanovskii2008newHigh","159","HoO 1Àd FeAs","50:5 K","",""
"453","ivanovskii2008newHigh","159","GdONiBi","4:5 K","",""
"453","ivanovskii2008newHigh","159","YO 1Àd FeAs","46:5 K","",""
"453","ivanovskii2008newHigh","159","TbO 1Àd FeAs","48:5 K","",""
"453","ivanovskii2008newHigh","159","DyO 1Àd FeAs","52:2 K","",""
"453","ivanovskii2008newHigh","159","Gd 0:9 Sr 0:1 ONiBi","4:7 K","",""
"466","ivanovskii2008newHigh","164","CaFe2As2","12 K","",""
"466","ivanovskii2008newHigh","164","BaFe2As2","29 K","",""
"466","ivanovskii2008newHigh","164","CaFe2As2","12 K","",""
"470","ying2011pressure","2","FeSe","37 K","4.5 GPa",""
"470","ying2011pressure","2","FeSe","8 K","ambient pressure",""
"470","ying2011pressure","2","FeSe","30 K","",""
"473","ying2011pressure","3","K x Fe 2 Se 2","32.7 K","0.48 GPa",""
"473","ying2011pressure","3","K x Fe 2 Se 2","31.1 K","",""
"473","ying2011pressure","3","K x Fe 2 Se 2 crystal","32.6 K","",""
"476","ying2011pressure","4","K 0.85 Fe 2 Se 1.80","32.6 K","",""
"476","ying2011pressure","4","K 0.86 Fe 2 Se 1.82","31.1 K","",""
"476","ying2011pressure","4","Cs x Fe 2 Se 2","30 K","",""
"478","ying2011pressure","5","K x Fe 2 Se 2 -1","32.6 K","ambient pressure","in-plane resistivity"
"478","ying2011pressure","5","K x Fe 2 Se 2 -2","31.1 K","","resistivity"
"481","ying2011pressure","9","Cs x Fe 2 Se 2","29.8 K","1.64 GPa",""
"483","ying2011pressure","10","K x Fe 2 Se 2","32.7 K","0.48 GPa",""
